superalimento_id,nombre,nombre_cientifico,categoria_id,descripcion,origen,forma_consumo,disponibilidad,precio_relativo,precauciones,funcion_principal,tipo_alimento,proveedor,preciokilo,calorias,proteinas,carbohidratos,grasas_totales,grasas_saturadas,grasas_insaturadas,omega_3,omega_6,fibra,azucares,indice_glucemico,unidad_medida,porcion_referencia,vitamina_a,vitamina_c,vitamina_d,vitamina_e,vitamina_k,vitamina_b1,vitamina_b2,vitamina_b3,vitamina_b5,vitamina_b6,vitamina_b9,vitamina_b12,calcio,hierro,magnesio,fosforo,potasio,sodio,zinc,cobre,manganeso,selenio,yodo,polifenoles,flavonoides,carotenoides,antocianinas,capacidad_antioxidante_total,tipo_procesamiento,dosis_min_diaria,dosis_max_diaria,unidad_dosis,fuente_cientifica_dosis,clasificacion,sinergias,antisinergias,biodisponibilidad_porcentaje,claims_seremi,claims_referencia
244,ruda,ruta graveolens,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,284.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
245,sal rosada,,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,285.0,315.0,10.6,60.7,12.8,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,0.5,2.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
246,salvia,salvia officinalis,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,286.0,50.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,0.0,15.0,g,100,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,15.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
247,sauco,sambucus nigra,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,287.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
248,schizandra,schisandra chinensis,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,288.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,0.05,0.4,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
249,selenio selenito de sodio,na2seo3,vitamina_mineral,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2.0,alimento_completo,100.0,500.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
250,spirulina,spirtulina maxima,alga,"alga rica en proteinas, vitaminas y minerales.",global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,290.0,290.0,57.5,23.9,7.7,2.6,5.1,1.8,1.3,3.6,3.1,15.0,g,100,0.57,10.1,0.0,5.0,25.5,2.38,3.67,12.8,0.0,0.36,94.0,0.118,120.0,28.5,195.0,118.0,1363.0,1048.0,2.0,6.1,1.9,7.2,,1644,89.0,342.0,15.0,4310.0,alimento_completo,0.05,0.5,g,,alimento_comun,,,60,buena_fuente_fibra|buena_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_vitamina_c|buena_fuente_potasio|excelente_fuente_potasio,por_100g
251,sucralosa,c12h19cl3o8,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,292.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
252,taurina,acido 2-amino-etano-sulfonico,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,293.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,500.0,3000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
253,te verde matcha,camellia sinensis,hierba,planta medicinal utilizada tradicionalmente por sus propiedades terapeuticas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,hoja / infusion,fnl,295.0,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,5.0,0.0,0.0,g,100,0.0,0.3,0.0,0.0,0.0,0.007,0.06,0.03,0.0,0.005,5.0,0.0,0.0,0.02,1.0,1.0,8.0,1.0,0.01,0.004,0.18,0.0,,89,12.0,0.0,0.0,1253.0,materia_prima,,,,,superalimento,vitamina c (+35% absorcion de catequinas),hierro (taninos reducen absorcion),75,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
254,tierra de diatomea,diatomeas,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,296.0,40.0,1.2,8.5,0.2,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,1.0,3.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
255,tilo,tilia platyphyllos,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,297.0,50.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,0.0,15.0,g,100,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,15.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
256,uva concentrado piel,vitis vinifera,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,fruta / jugo,fnl,299.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
257,vinagre de manzana,malus domestica vinum acre,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,300.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,0.5,3.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
258,vitamina a,retinol acetato,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,1.0,100.0,mg,,alimento_comun,grasas saludables (+50% absorcion),,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
259,vitamina b1,tiamina,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,1.0,100.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
260,vitamina b12,cianocobalamina,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,1.0,100.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
261,vitamina b12 metilcobalamina,metilcobalamina,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,1.0,100.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
262,vitamina b12 liposomal,metilcobalamina,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,1.0,100.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
263,vitamina b2,riboflavina,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,1.0,100.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
264,vitamina b2 forma activa,riboflavin-5′-phosphate,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,10.0,35.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
265,vitamina b3,niacina,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,5.0,500.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
266,vitamina b5,acido pantotenico,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,1.0,100.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
267,vitamina b6,piridoxina,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,1.0,100.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
268,vitamina b6 forma activa,pyridoxal 5′-phosphate,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,1.3,100.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
269,vitamina b7,biortina,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,0.4,1.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
270,vitamina b9,acido folico,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,0.4,1.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
271,vitamina b9 forma activa,metil folato 5-mthf,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,50.0,2000.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
272,vitamina c,acido ascorbico,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🛡 sistema inmune,otro,fnl,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,50.0,2000.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
273,vitamina c liposomal,acido ascorbico,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🛡 sistema inmune,otro,fnl,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,50.0,2000.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
274,vitamina c no acida,ascorbato de calcio,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🛡 sistema inmune,otro,fnl,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,0.01,0.1,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
275,vitamina d2,ergocalciferol,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,0.01,0.1,mg,,alimento_comun,grasas saludables (+50% absorcion),,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
276,vitamina d3,colecalciferol,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,0.01,0.1,mg,,alimento_comun,grasas saludables (+50% absorcion),,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
277,vitamina d3 liposomal,colecalciferol,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,10.0,1000.0,mg,,alimento_comun,grasas saludables (+50% absorcion),,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
278,vitamina e polvo,alfa-tocoferol,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,polvo,fnl,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,materia_prima,0.08,0.5,mg,,alimento_comun,grasas saludables (+40% absorcion),,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
279,vitamina k2,menaquinona,vitamina_mineral,vitamina esencial para el funcionamiento del organismo.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,323.0,280.0,1.5,65.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,5.0,alimento_completo,5.0,15.0,g,,alimento_comun,grasas saludables (+45% absorcion),,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
280,yacon,smallanthus sonchifolius,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,324.0,330.0,3.0,0.0,0.0,0.0,0.0,0.2,0.0,10.0,0.0,15.0,g,100,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,30.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
281,yareta,azorella compacta,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,325.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
282,zanahoria concentrado,daucus carota,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,fruta / jugo,fnl,326.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
